type,id,status,description,amount,account,balance,direction,class,institution,postDate
transaction,a8545744-7e9e-4be6-a275-9ef001bc14d7,posted,Electricity Bill Payment,-1471.87,03911e06-f706-4d5a-82d7-ee155e243482,-14908.1,debit,payment,AU00000,2024-02-15T08:43:31Z
transaction,119698fe-277b-443d-bdd6-9b44edbc8d34,posted,Bookstore Purchase,-756.49,7267b839-eb9d-4f81-982d-0527e6ee9f30,17538.34,debit,cash-withdrawal,AU00000,2023-06-18T23:16:34Z
transaction,3ba3d564-1c12-46f3-a9f2-bdc692296375,posted,Mobile Phone Bill Payment,-995.58,a9d90877-6ee0-47d3-8b88-cd3e8b4bd8c9,16542.76,debit,payment,AU00000,2023-08-31T13:03:37Z
transaction,f70a67e1-a5e8-4e51-bd2b-9e41a7857310,posted,Movie Ticket Purchase,-3573.96,d3da3f4f-52f0-47b2-99a4-bfdfdd564a5a,12968.8,debit,payment,AU00000,2023-07-30T01:29:28Z
transaction,332261c3-c23a-4f91-b007-00be661cf34d,posted,TFR Acc14000 TO 12389,-2509.54,b3740848-a5dd-49a8-bd97-98815e7a2f5d,10459.26,debit,cash-withdrawal,AU00000,2023-06-20T09:22:21Z
transaction,1711ee50-1645-40a0-96cf-cecf58ed57c0,posted,Online Gaming Purchase,-4774.76,c9014dd1-e227-417a-955d-363846a13993,5684.5,debit,payment,AU00000,2024-04-26T16:09:08Z
transaction,ca3848b2-dd11-4c07-9bf8-f4705eede849,posted,Bookstore Purchase,-3924.84,8536ec75-953a-4662-922e-49b424ffe7a1,1759.66,debit,bank-fee,AU00000,2024-03-25T20:28:04Z
transaction,43b53216-a32f-4ab2-b183-729ff544fd3b,posted,Public Transport Fare,-2958.78,0838b7a2-10e5-446b-aa83-b87e2906cd6c,-1199.12,debit,cash-withdrawal,AU00000,2023-10-28T08:32:34Z
transaction,0a6768ac-440f-4cf9-86eb-e4994afee2f7,posted,Movie Ticket Purchase,-3712.19,d5f266f8-72b7-483c-99df-aab0c79e2da1,-4911.31,debit,payment,AU00000,2024-04-28T13:58:07Z
transaction,35fc2b97-1bd6-4d95-a43f-d55c0167ec76,posted,Gasoline Purchase,-976.44,da382aa5-59cf-4147-94af-611bf428d1c8,-5887.75,debit,cash-withdrawal,AU00000,2024-02-04T23:03:14Z
transaction,5189d122-a7d1-439f-805d-629f1d527a63,posted,Payroll WFRMS 15439393,10229.35,9defef65-3d14-419a-9f1a-c16ffdb7302c,4341.6,credit,transfer,AU00000,2023-06-03T23:10:16Z
transaction,21dc2f43-8ee8-45f5-89db-2f2897740d05,posted,Home Improvement Store Purchase,-1856.3,344e21ce-0083-408f-9022-8de0b250ce0f,10484.13,debit,bank-fee,AU00000,2024-02-09T01:31:15Z
transaction,529925fe-1d93-4295-8661-d8e8e44b60ad,posted,AGL RETAIL ENERGY LTD (GAS),-4170.63,40967814-7f5a-4f10-9358-4d68d3b625cb,6313.5,debit,payment,AU00000,2024-01-13T00:58:58Z
transaction,6bc47edc-1c87-4965-ab52-67c6bc8023e2,posted,Gym Membership Fee,-334.24,b11fe98a-72f7-4e26-837d-427cae0bc49f,5979.26,debit,bank-fee,AU00000,2023-06-10T02:31:32Z
transaction,7c1c6152-3efa-492b-97d5-f25259cdca19,posted,Mobile Phone Bill Payment,-3080.67,f501b187-78c9-4a45-b4e6-d06d3ec05f3e,2898.59,debit,bank-fee,AU00000,2023-06-26T08:33:13Z
transaction,74179f41-40b6-4f83-8ad5-47755aa90f7f,posted,Wdl ATM WESTPAC IGA BALGOWLAH BALGOWL AU,-4187.6,7e3dc807-71c6-4722-a11f-0cb6d84b21a7,-1289.01,debit,payment,AU00000,2023-08-01T08:13:17Z
transaction,05064b79-fb9e-4790-aa43-d03833260e9c,posted,Bookstore Purchase,-2855.2,30f94c57-da1f-4442-993d-9f4e1c84bd06,-4144.21,debit,bank-fee,AU00000,2024-03-03T11:09:35Z
transaction,116f4151-6027-4749-8851-ea00313c1726,posted,Amazon Online Shopping,-4171.42,624b69ea-8100-48ca-b272-3c21574dc3ca,-8315.63,debit,cash-withdrawal,AU00000,2024-04-18T20:35:56Z
transaction,fd265362-8c64-4331-8c00-f553fa899f0c,posted,Gym Membership Fee,-970.85,cdd6f8b8-bb9a-4bb1-87a3-3b59efb827aa,-9286.48,debit,bank-fee,AU00000,2023-06-08T20:36:09Z
transaction,2dbd028b-b983-426b-8892-9b4dba258a84,posted,Manly Maths Tutor Wages,-2568.57,3b6df4d1-574a-4622-9c44-43affd599eea,-11855.05,debit,cash-withdrawal,AU00000,2024-01-21T14:38:31Z
transaction,e4495e53-a4c6-44c6-a0a9-56eb72f03a22,posted,Electricity Bill Payment,-3089.17,585ab54b-b327-419c-8bfd-bf0a3ea16a12,-14944.22,debit,cash-withdrawal,AU00000,2024-01-07T11:40:21Z
transaction,8c2f42aa-4032-48cc-a779-9e87017e710e,posted,CTRLINK CARERS Ref: 998R6789201610974V,-2162.17,dd2337a2-ceaa-4c07-befb-e8302eb3d2a3,10011.37,debit,cash-withdrawal,AU00000,2024-04-20T20:58:42Z
transaction,312c68e1-a949-4bb3-abb8-25df383031d5,posted,Pharmacy Purchase,-4755.5,9436bd1e-0d15-4edb-a762-cd42f564eaef,5255.87,debit,payment,AU00000,2024-05-07T11:55:49Z
transaction,aa352ca0-9535-4500-893b-9af5dc81b7ce,posted,Car Maintenance Expense,-1444.82,167ddaae-c64b-4e7e-8628-4be3c6b0f1dc,3811.05,debit,bank-fee,AU00000,2023-07-30T00:59:21Z
transaction,cb3a251f-02ae-4496-84a3-4559c9807d35,posted,Netflix Subscription,-2062.61,c3f80269-781c-4dda-aac8-5c2a191498b5,1748.44,debit,payment,AU00000,2023-08-29T06:52:19Z
transaction,2dad7ed0-f978-4ad3-b749-33cb5ccf771b,posted,Amazon Online Shopping,-22.49,1b758879-d6ae-4a65-a77b-e51e01e7af2e,1725.95,debit,payment,AU00000,2023-05-18T11:11:02Z
transaction,e520ce20-faa9-4623-88fe-4e34f5c9dafa,posted,TRANSFER TO JOANNA SMITH CAMPING,-2413.77,8359fb9b-51b7-4c2d-b6e3-30ac421823bb,-687.82,debit,payment,AU00000,2024-03-20T22:21:43Z
transaction,2a652c3a-c46f-422a-b46f-183c2f420f55,posted,Pharmacy Purchase,-4943.98,af41d163-660a-4683-b45f-43023b024f9a,-5631.8,debit,bank-fee,AU00000,2023-08-29T17:40:18Z
transaction,f80e5cc4-963f-4e0d-aa20-5ab354253be0,posted,Gym Membership Fee,-3489.76,87377783-6e8a-464a-88df-7b8e1861d85e,-9121.56,debit,bank-fee,AU00000,2023-10-11T10:23:20Z
transaction,703c40e1-b1f2-46ee-b2ec-b27dc3d9a19d,posted,Netflix Subscription,-2136.39,2e2028a9-afc7-4c91-99a9-29a26df6338c,-11257.95,debit,cash-withdrawal,AU00000,2023-07-23T05:14:31Z
transaction,3a320347-b72c-4bbf-ab3c-b759ebaf2c3e,posted,Public Transport Fare,-852.79,99bc6afe-ffeb-4ab1-9c83-bcabf4f6b08e,-12110.74,debit,cash-withdrawal,AU00000,2024-03-19T13:55:42Z
transaction,e2c5bee1-9b03-431a-aad6-a46cdc53ddeb,posted,TRANSFER TO JOANNA SMITH CAMPING,-4265.52,36029138-c177-41da-ac7d-ce5ae0645caa,13410.77,debit,bank-fee,AU00000,2023-07-16T07:40:45Z
transaction,92062ca7-ff46-429b-8796-859d6dadfb50,posted,Wdl ATM WESTPAC IGA BALGOWLAH BALGOWL AU,-3612.98,b29efaba-aabf-4f7e-919b-73ed68ee707e,9797.79,debit,payment,AU00000,2024-03-10T02:20:12Z
transaction,4676ce6c-8212-4f47-b2c7-7b5b1bda2b26,posted,Home Improvement Store Purchase,-2539.59,d2c001e2-5bc3-4164-8730-dd6606c12502,7258.2,debit,bank-fee,AU00000,2024-02-04T16:11:20Z
transaction,045ce705-7a57-452d-9f47-25cb748d1d4d,posted,Payroll WFRMS 15439393,10346.38,f9ade82d-789a-4fa9-b3a5-dc5cb013da8e,17604.58,credit,transfer,AU00000,2023-09-08T09:45:36Z
transaction,9ab1755e-96b0-46d1-a15a-daa08dba2c0a,posted,Travel Agency Booking,-582.37,1f3d6b27-6b3a-4f48-85b4-9e744cc3543e,17022.21,debit,cash-withdrawal,AU00000,2023-12-22T14:41:00Z
transaction,fe04c1c0-605e-46d2-925a-46bcb05a350b,posted,Bookstore Purchase,-2554.92,da334f9a-1adc-46e8-aba4-48284119d2fb,14467.29,debit,payment,AU00000,2024-02-09T08:40:31Z
transaction,6437343e-d832-4a88-97df-f6ca66037ce9,posted,Transfer Platnm Homeloan 346454,-2828.99,634d3a18-9700-4a66-ba20-01f24ba0f98b,11638.3,debit,payment,AU00000,2024-01-07T22:32:29Z
transaction,9e0909f5-8864-455b-aa5a-93b811b2c873,posted,Travel Agency Booking,-506.85,b60d73fd-87b1-4851-8e8b-87ebbacff952,11131.45,debit,cash-withdrawal,AU00000,2023-09-29T11:39:10Z
transaction,bc3a7fd2-a048-411c-a244-01c247c85d6e,posted,Electricity Bill Payment,-1055.6,49a65fe9-531f-43a9-8253-d81b6d57e80a,10075.85,debit,bank-fee,AU00000,2023-06-29T05:11:06Z
transaction,d9c59172-4f69-4a5e-ad8e-fa12e34bdffc,posted,Non Hooli ATM Withdrawal Fee,-1681.12,2022e528-830e-45d8-9078-97e3feba1026,8394.73,debit,cash-withdrawal,AU00000,2023-07-30T13:22:09Z
transaction,c929a601-018b-47a6-a2fe-2e4c2a5ee478,posted,Payroll WFRMS 15439393,10212.87,aa8b1b95-7bb7-40b8-820f-3172cde4999c,26131.18,credit,transfer,AU00000,2024-03-10T21:55:08Z
transaction,249c6a32-7bca-43c4-9b1a-bf4189e86209,posted,Wdl ATM WESTPAC IGA BALGOWLAH BALGOWL AU,-56.88,0493c3b2-a42c-478c-98cc-90bfbfcd325e,26074.3,debit,cash-withdrawal,AU00000,2023-10-28T15:44:43Z
transaction,81dd5a18-d029-4e60-a3f0-ec38a113d8d0,posted,Payroll WFRMS 15439393,10088.75,a46f7a49-e104-436b-89dc-a3c6112af08b,36163.05,credit,transfer,AU00000,2023-07-03T10:53:50Z
transaction,d05c1417-d9fd-43d0-a475-08e60a6f5e64,posted,Manly Maths Tutor Wages,-2485.56,0b9bd62b-bc05-4209-9b3b-89e98f98949e,33677.49,debit,cash-withdrawal,AU00000,2023-06-22T07:31:59Z
transaction,f81942d3-1794-4297-bde3-376bd7259649,posted,Non Hooli ATM Withdrawal Fee,-1058.26,9538af24-c447-43cf-8f40-b33cc48a14ca,32619.23,debit,payment,AU00000,2024-01-25T18:14:43Z
transaction,9c7193db-bf2a-4d25-9887-23eceb9022f3,posted,Hair Salon Appointment,-201.53,d2c98e83-6d28-4354-9c78-7fc4ec94ebce,32417.7,debit,payment,AU00000,2024-02-24T12:43:03Z
transaction,06eedbe3-aaf7-491d-813a-10946c004365,posted,Gasoline Purchase,-158.51,18ae7b67-e925-4fc6-8751-32f8202894a5,32259.19,debit,payment,AU00000,2023-06-04T23:45:20Z
transaction,a1b790c0-97ec-4b0b-8d46-f18d6497bcca,posted,Non Hooli ATM Withdrawal Fee,-3108.75,7abe5348-5690-42eb-9faa-a481c45aedf6,29150.44,debit,cash-withdrawal,AU00000,2023-09-13T16:03:40Z
transaction,659f1617-7a3d-47c2-901e-ef3413767cb4,posted,Non Hooli ATM Withdrawal Fee,-2186.69,86534830-76ca-4e15-8bc8-88c3f20da768,26963.75,debit,payment,AU00000,2023-08-02T19:29:00Z
transaction,bc14cd88-b607-4586-8d32-f064916adc0c,posted,TRANSFER TO JOANNA SMITH CAMPING,-1059.44,bc98e523-139c-48f2-83e8-f8783e9c5548,25904.31,debit,bank-fee,AU00000,2023-08-18T13:06:31Z
transaction,1d6100ac-ba86-4339-af05-fff5febdb69d,posted,Mobile Phone Bill Payment,-4410.53,2c177eb2-c335-4eb3-a1d1-c1d335b8b223,5386.41,debit,bank-fee,AU00000,2024-03-13T06:09:37Z
transaction,6044e456-4688-495f-abe0-9031ff023e06,posted,Amazon Online Shopping,-1607.55,a6a59042-fb04-437d-b2f7-ee5aaa4b2543,3778.86,debit,payment,AU00000,2023-06-26T11:56:01Z
transaction,1ef140e5-1389-43b0-bfde-b891bc501d98,posted,Hair Salon Appointment,-3943.12,6d0ecc6c-7ab8-427f-b2f3-cdb0d9b18f02,-164.26,debit,cash-withdrawal,AU00000,2023-11-26T04:03:52Z
transaction,8a969d1a-3e78-4aba-8269-5bda15b6ae29,posted,Travel Agency Booking,-313.78,ab16223e-e0da-4c9b-926f-38eedc9cf208,-478.04,debit,cash-withdrawal,AU00000,2023-07-20T21:28:41Z
transaction,e72746cf-9cb8-45e1-9e53-d146d49438ba,posted,Hair Salon Appointment,-4995.72,b5021265-0e5a-4b8f-a877-5f49735ec941,-5473.76,debit,payment,AU00000,2023-09-08T13:52:57Z
transaction,006cf3ba-40c4-47b2-bc3b-6dbfeb160e7c,posted,Netflix Subscription,-4938.12,1d5ab55c-b9cc-4f25-8196-65158458d0ae,-10411.88,debit,cash-withdrawal,AU00000,2024-04-02T09:28:53Z
transaction,6adb9ce6-5aa1-4c25-a407-72e4cc25c8bf,posted,Pharmacy Purchase,-1145.4,60582987-81ed-4d47-9c14-e04a3c0d1475,-11557.28,debit,cash-withdrawal,AU00000,2024-01-28T12:12:10Z
transaction,3484efe1-7352-4899-9ae4-9454e29315bf,posted,Mobile Phone Bill Payment,-4716.15,2e46fdd3-9d49-4300-9e63-b9c0f4f2a5ab,-16273.43,debit,bank-fee,AU00000,2023-07-03T04:47:59Z
transaction,8862dd4b-6f89-4582-b366-8ce8aad4c422,posted,TFR Acc14000 TO 12389,-4262.92,eb9da62b-c5fc-4c2c-a9ab-10c8f1ffd111,-20536.35,debit,payment,AU00000,2024-01-01T06:32:07Z
transaction,fcb1d429-a35a-4423-a092-2ed0e5fd5904,posted,CTRLINK CARERS Ref: 998R6789201610974V,-2885.83,3f4d8542-3891-4ba5-84e9-e07e57a651b0,-23422.18,debit,bank-fee,AU00000,2024-03-06T00:20:38Z
transaction,3f4b16ba-23ad-4335-b4e3-5a6c3321e28c,posted,Hair Salon Appointment,-4726.32,8527dc9c-73ba-4441-af12-a7d3542a74f8,10812.13,debit,cash-withdrawal,AU00000,2023-09-27T21:27:45Z
transaction,0fd51442-dd8c-4a3b-a560-74bf41e2ed0a,posted,Music Streaming Subscription,-1266.54,b591cbf2-5363-48e1-87e7-48e2de73d303,9545.59,debit,bank-fee,AU00000,2024-02-18T23:30:45Z
transaction,7ad8ae36-dc8f-462a-bb83-4f6ee52a5098,posted,Uber Ride,-2276.62,c117cbf2-3ac5-48ff-a6c0-9943160fb493,7268.97,debit,bank-fee,AU00000,2023-06-05T22:25:31Z
transaction,dc0b13d7-563e-4bd2-b8b7-866d386dab26,posted,Gasoline Purchase,-2668.73,ce493f87-c1ec-4346-9045-a55c43e83c74,4600.24,debit,cash-withdrawal,AU00000,2023-12-09T21:00:02Z
transaction,e6892b84-1e9e-4fa4-8c02-6927cb8d1d79,posted,Online Gaming Purchase,-1746.43,797eb350-d94b-4ed1-b9ff-7c9a958651ca,2853.81,debit,cash-withdrawal,AU00000,2023-12-10T22:17:49Z
transaction,929c84c3-3687-4ef8-bfd2-e44e8aac3abf,posted,AGL RETAIL ENERGY LTD (GAS),-3813.94,56cf71ce-33a5-405b-9c56-d57baa3bad08,-960.13,debit,cash-withdrawal,AU00000,2023-11-14T08:51:27Z
transaction,a369d50d-9cd7-41ec-8257-2027f51bc883,posted,Public Transport Fare,-2672.25,7bac85aa-b383-4e44-a8a1-5bbc5e23d363,-3632.38,debit,payment,AU00000,2023-08-21T09:27:07Z
transaction,f8fc0891-3376-440b-b066-a3df7d2c0226,posted,Electricity Bill Payment,-164.44,0bcb7e66-029e-4547-aea4-821ec0fab75f,-3796.82,debit,bank-fee,AU00000,2023-12-05T14:09:16Z
transaction,ea7ca47e-b671-4ead-89a1-66238effedf6,posted,Amazon Online Shopping,-894.52,6231c3db-b1c2-47c1-800c-632fc414ee70,-4691.34,debit,payment,AU00000,2023-11-20T06:49:00Z
transaction,57d7a0e2-5e79-44d1-a634-ce1181ad5189,posted,Travel Agency Booking,-4017.61,8eb74292-b8c5-4bd0-8434-a487f10ebd1d,-8708.95,debit,cash-withdrawal,AU00000,2024-04-16T06:31:30Z
transaction,0cbedef3-61f6-4022-a185-17927c367523,posted,Music Streaming Subscription,-4244.54,a7787550-060c-4b4f-b19d-19bfd39fcf5c,15310.85,debit,bank-fee,AU00000,2024-03-06T20:13:38Z
transaction,9ab41eb8-9fd5-45f1-b3aa-6114672ceb6c,posted,Gym Membership Fee,-4291.62,fbe34ca6-9228-454a-9691-6322636f5235,11019.23,debit,cash-withdrawal,AU00000,2023-05-25T11:50:48Z
transaction,896204a6-278d-49d7-91d0-b49ec8435b2c,posted,Gym Membership Fee,-2280.57,7fbf07f0-ffea-4b25-a534-cff742f474a2,8738.66,debit,cash-withdrawal,AU00000,2023-12-18T05:30:18Z
transaction,ead706b5-e6fc-44bb-b62c-3bdf36e1437d,posted,Uber Ride,-1517.9,9fa19704-cf70-4f8e-a47e-66c9ab0d9616,7220.76,debit,payment,AU00000,2024-04-30T22:51:15Z
transaction,a2f35b62-394c-40f7-9693-5e7edf2740d4,posted,Coffee Shop Purchase,-900.78,16d80eca-3a38-4ea8-8df1-2c408b37a208,6319.98,debit,bank-fee,AU00000,2023-10-08T12:19:05Z
transaction,871cd21b-cc0e-4266-8054-2eab23b6d7f5,posted,Restaurant Dinner,-4637.47,0208fe28-cdc7-4e46-86f7-3bf3b5b9e64a,1682.51,debit,payment,AU00000,2023-07-03T03:30:35Z
transaction,a96f28f4-5605-464c-89c6-9de682360b47,posted,Mobile Phone Bill Payment,-612.15,63dfb09c-f15d-4e71-a4fa-f34542155f66,1070.36,debit,bank-fee,AU00000,2023-09-05T15:23:50Z
transaction,6ccc4496-b883-4b48-882e-bf039c4ab6d1,posted,Mobile Phone Bill Payment,-3504.1,dbf0dc94-eb8a-484d-a4de-e02802e2412f,-2433.74,debit,cash-withdrawal,AU00000,2024-04-14T03:38:21Z
transaction,e478f4d9-437c-4f07-8eeb-5f9a2e65b931,posted,Mobile Phone Bill Payment,-325.85,87739050-e885-497e-a2b0-693d200a1f30,-2759.59,debit,bank-fee,AU00000,2024-03-14T00:16:06Z
transaction,c80f6bb3-4366-4bea-b7c8-1da9b743db15,posted,Non Hooli ATM Withdrawal Fee,-3776.45,3101f209-8721-4077-a619-f4862ee00081,-6536.04,debit,payment,AU00000,2023-08-31T16:21:52Z
transaction,f676aa71-4416-494e-9610-c59d4c2d82bd,posted,Gym Membership Fee,-2585.36,6a400061-4375-40c3-926a-6f80ff86164d,6471.42,debit,payment,AU00000,2024-03-12T11:43:57Z
transaction,2b874ac1-c3a5-44d2-909a-2ffbe721da6b,posted,Online Gaming Purchase,-1091.69,42f911b8-f936-46c5-94c5-060615790402,5379.73,debit,cash-withdrawal,AU00000,2023-07-11T07:12:09Z
transaction,98002a20-8869-49e0-a36e-fd25b26fd0c5,posted,Uber Ride,-1886.16,f33c1bcf-7361-4360-b6b9-97551bb5c5c0,3493.57,debit,cash-withdrawal,AU00000,2024-03-27T12:36:53Z
transaction,3d8e751f-70dc-4d65-a21e-1945157105b4,posted,Non Hooli ATM Withdrawal Fee,-1932.79,1aa087c1-e34b-4370-9371-c13484cef517,1560.78,debit,payment,AU00000,2023-10-14T07:25:25Z
transaction,a84c31d9-253d-4ed3-9d6e-9f8e78dbac3a,posted,Transfer Platnm Homeloan 346454,-3873.66,49b01883-e1f4-4c67-9069-1c8aefd03e3d,-2312.88,debit,cash-withdrawal,AU00000,2023-12-11T21:07:52Z
transaction,2890d6c0-e153-4bcc-9a9e-0cf9a9c8770c,posted,Hair Salon Appointment,-4723.09,9ca695c5-0acb-4e9c-a849-113154bb21b0,-7035.97,debit,cash-withdrawal,AU00000,2023-06-03T06:08:47Z
transaction,313e394e-412d-45bb-9560-b00cd2f63eb4,posted,Manly Maths Tutor Wages,-3544.8,9e8199db-af71-4f50-9d26-b1930464218b,-10580.77,debit,payment,AU00000,2023-11-25T23:20:06Z
transaction,758f9c51-6722-4fb0-8f4c-2a51cd70c0ca,posted,Amazon Online Shopping,-1389.88,93b30b7a-2d99-4f4b-9761-47c5b07c3019,-11970.65,debit,bank-fee,AU00000,2023-08-11T07:25:57Z
transaction,c962a5e1-a7c7-4161-a3ca-753fb95dfadf,posted,Movie Ticket Purchase,-4099.69,c6240e3b-1f3f-47da-9fdc-d5abc6e6f4c1,-16070.34,debit,bank-fee,AU00000,2023-10-11T20:42:37Z
transaction,8860cd08-5d32-4abe-b329-991478aee899,posted,Wdl ATM WESTPAC IGA BALGOWLAH BALGOWL AU,-3149.6,cad86f82-0f9d-4dc5-b779-db0ad93b8cc4,-19219.94,debit,cash-withdrawal,AU00000,2024-02-20T22:23:27Z
transaction,fd53eb6f-7080-430e-bb80-ab561edec3e0,posted,Music Streaming Subscription,-2119.27,0f16aa95-b6eb-4a1a-a1f4-7d786e89441e,15476.62,debit,cash-withdrawal,AU00000,2023-05-18T05:36:45Z
transaction,d6927f49-5add-4d9a-a74b-e8559867b903,posted,Bookstore Purchase,-1892.85,ca36faf8-f9d9-4163-8a83-536e2228151e,13583.77,debit,payment,AU00000,2024-02-28T00:56:23Z
transaction,a4d61190-a035-453e-a7bc-20c850a814e6,posted,Payroll WFRMS 15439393,10612.98,44c785e4-7078-4012-bd37-1602215b8025,24196.75,credit,transfer,AU00000,2023-05-23T03:03:48Z
transaction,3621ba8a-03d8-4bd8-8860-02e7a6a27917,posted,Amazon Online Shopping,-3006.49,e33e31e1-4f3f-4bd0-afea-a9e8233ff858,21190.26,debit,payment,AU00000,2024-02-01T00:15:56Z
transaction,d65d1f83-7423-446e-b3d5-07cc9d7e70fe,posted,Transfer Platnm Homeloan 346454,-1432.32,fe05c552-43a0-4f1b-a666-50f68970ce9a,19757.94,debit,payment,AU00000,2024-04-26T22:21:58Z
transaction,51a0367d-4c95-4fca-9ad3-e8813480e6e6,posted,Travel Agency Booking,-4352.65,4f0dceba-b688-488a-8f4a-15f9ee724523,15405.29,debit,payment,AU00000,2023-07-27T10:59:40Z
transaction,001a9680-5754-4566-bcd8-d86e96a4cdc0,posted,Netflix Subscription,-4820.47,49f3e5a8-5a15-4233-82be-fc1481724629,10584.82,debit,payment,AU00000,2023-07-30T18:21:38Z
transaction,0e441d2f-7dab-4ddc-b2ac-5cda45b83bd7,posted,Uber Ride,-163.55,610b6a24-976a-4258-be48-67f46610247c,10421.27,debit,bank-fee,AU00000,2023-08-20T10:18:15Z
transaction,8ca5cf35-0947-4b78-9b8c-5f0e7532b6a6,posted,AGL RETAIL ENERGY LTD (GAS),-721.36,eb2e884f-2d7a-4890-b17c-4e08ba58f479,9699.91,debit,bank-fee,AU00000,2023-08-12T14:15:21Z
transaction,bf740bb5-4cfe-4645-9acd-014977a23314,posted,Restaurant Dinner,-4729.72,3c79f380-9ab4-4ed6-9627-c38137f6d6bf,4970.19,debit,payment,AU00000,2024-03-31T03:45:34Z
transaction,f23c32af-5034-4c7f-9a54-2b702762f730,posted,Restaurant Dinner,-145.27,1a545c60-1cd7-4f2e-95a3-ffe8b58f6551,11446.77,debit,payment,AU00000,2024-02-04T18:25:30Z
transaction,0bde0eca-eb8f-442f-a0ee-b427abbe6613,posted,Gasoline Purchase,-3100.43,68ae4fa4-06d7-4e04-b8c1-41a231bc87a4,8346.34,debit,payment,AU00000,2023-12-17T15:19:29Z
transaction,d01851ea-85b4-4586-b3c2-4fd83be507f6,posted,Manly Maths Tutor Wages,-263.04,c3ba6a0c-e6e0-46e6-9cd3-574eb33f2c50,8083.3,debit,cash-withdrawal,AU00000,2023-11-16T03:44:38Z
transaction,93d56d65-067a-46b2-9a19-f97ebd763b24,posted,Movie Ticket Purchase,-3013.01,1d0cd0f4-59a5-46b1-8731-c9440df80a0b,5070.29,debit,cash-withdrawal,AU00000,2023-06-12T13:38:40Z
transaction,54a361e4-3814-4d42-9561-d32e8985ff8e,posted,Hair Salon Appointment,-1751.47,cf4d6975-a521-4cea-bc87-c55ed855bf8e,3318.82,debit,bank-fee,AU00000,2023-06-02T13:18:11Z
transaction,a076a96c-a1e4-43dd-ad59-5d9d23cccbd3,posted,Movie Ticket Purchase,-12.29,38e821c0-7a74-4046-9fe4-08d650a67515,3306.53,debit,cash-withdrawal,AU00000,2023-11-11T02:09:19Z
transaction,e6d9f14d-b0bd-497b-ab68-fe34acdc06dc,posted,TRANSFER TO JOANNA SMITH CAMPING,-1693.24,a890ad4d-1d02-4cc2-82b9-18746c74916d,1613.29,debit,payment,AU00000,2024-03-16T18:04:15Z
transaction,de87fda6-85be-4411-b05e-da9d17fa1300,posted,Clothing Store Purchase,-3718.94,e3735521-9edb-4643-846d-e7a77cac23e7,-2105.65,debit,cash-withdrawal,AU00000,2023-10-03T07:25:04Z
transaction,1f05d21e-7d7c-4676-88ea-806a0475d37a,posted,Non Hooli ATM Withdrawal Fee,-198.27,643bb5b8-98b5-48a8-a4ae-927b9a26254c,-2303.92,debit,cash-withdrawal,AU00000,2024-03-26T02:49:01Z
transaction,bbb72b17-8cf8-4997-99cd-98a8195350fb,posted,TFR Acc14000 TO 12389,-98.84,44a2fd4d-45b7-479a-b2f8-6df2e19ea0f7,-2402.76,debit,payment,AU00000,2023-10-29T16:35:49Z
transaction,17a218fb-c63b-4e8b-99b2-c398ebeb3542,posted,Home Improvement Store Purchase,-2928.63,e34df12c-a0ec-4834-a19a-ec721848a3d4,12863.74,debit,cash-withdrawal,AU00000,2024-01-28T17:32:48Z
transaction,3e3d1c42-8915-4c58-bcde-4f18b9a81b7f,posted,Hair Salon Appointment,-4882.65,b5ebe6e7-bae3-47a8-95d6-80544e89e795,7981.09,debit,payment,AU00000,2023-12-15T07:30:13Z
transaction,8c3e8b4d-1478-4e30-b0f9-c4825d1729b1,posted,Restaurant Dinner,-2342.05,11375dbb-d77e-408d-81f4-d614650ac7e4,5639.04,debit,cash-withdrawal,AU00000,2023-08-16T05:37:15Z
transaction,da015067-a046-4c55-9092-1997ea4f5982,posted,Manly Maths Tutor Wages,-2471.8,5d140f11-2a74-423b-9beb-d31345bfe9a1,3167.24,debit,cash-withdrawal,AU00000,2023-09-09T08:57:25Z
transaction,46803d4c-2128-430b-93e6-5f1dd099202c,posted,Amazon Online Shopping,-335.3,903b9a8b-f3c0-4ce7-be60-0afa502e1e07,2831.94,debit,payment,AU00000,2023-08-31T17:01:17Z
transaction,cf3708a7-0ad0-4ab9-b83c-da9c64c9c265,posted,Home Improvement Store Purchase,-3492.29,35808174-f132-46d6-b6d4-4c36f630d6e6,-660.35,debit,payment,AU00000,2023-08-21T09:03:42Z
transaction,eeda05b5-6276-4a48-8b6e-38c667f4f414,posted,CTRLINK CARERS Ref: 998R6789201610974V,-4126.17,af33f205-17c5-4b72-a8df-b5dba53ca819,-4786.52,debit,cash-withdrawal,AU00000,2023-07-26T01:35:37Z
transaction,d23583e8-2606-4391-8ab4-e9f96896cd82,posted,Travel Agency Booking,-262.24,c699aaef-31f8-4b76-9ec3-c8ba828bfeb4,-5048.76,debit,cash-withdrawal,AU00000,2023-09-01T19:24:29Z
transaction,b5c9e509-9235-4657-a31b-2af645fe378f,posted,Restaurant Dinner,-3438.19,6280ef35-86b2-49cf-86c3-89c71611b332,-8486.95,debit,payment,AU00000,2024-04-08T22:11:38Z
transaction,41b263b0-d2cc-4c87-ada1-6dbbbda27422,posted,Mobile Phone Bill Payment,-1825.54,83864e21-9e2b-4684-a19e-4745d2caa437,-10312.49,debit,bank-fee,AU00000,2023-07-25T09:43:40Z
